source_code,source_concept_id,source_vocabulary_id,source_description,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
1134-23-2,0,OMOP Exposome,Cycloate,Maps to,skos:exactMatch,1,4190303,Cycloate,SNOMED,Observation,1,,,,,,,,,
110-82-7,0,OMOP Exposome,Cyclohexane,Maps to,skos:exactMatch,1,43012636,cyclohexane,RxNorm,Drug,1,,,,,,,,,
108-93-0,0,OMOP Exposome,Cyclohexanol,Maps to,skos:exactMatch,1,35201069,cyclohexanol,RxNorm,Drug,1,,,,,,,,,
GIS1008561,0,OMOP Exposome,Cyclooxygenase Inhibitor,Maps to,skos:exactMatch,1,36684257,Cyclooxygenase inhibitor,SNOMED,Observation,1,,,,,,,,,
4449-51-8,0,OMOP Exposome,Cyclopamine,Maps to,skos:exactMatch,1,36863808,CYCLOPAMINE,RxNorm Extension,Drug,1,,,,,,,,,
287-92-3,0,OMOP Exposome,Cyclopentane,Has relat context,skos:relatedMatch,1,4142646,Cyclopentane,SNOMED,Drug,1,,,,,,,,,
50-18-0,0,OMOP Exposome,Cyclophosphamide,Maps to,skos:exactMatch,1,1310317,cyclophosphamide,RxNorm,Drug,1,,,,,,,,,
18172-33-3,0,OMOP Exposome,Cyclopiazonic acid,Maps to,skos:exactMatch,1,4328725,Cyclopiazonic acid,SNOMED,Observation,1,,,,,,,,,
59865-13-3,0,OMOP Exposome,Cyclosporin,Maps to,skos:exactMatch,1,19010482,cyclosporine,RxNorm,Drug,1,,,,,,,,,
68085-85-8,0,OMOP Exposome,Cyhalothrin,Maps to,skos:exactMatch,1,4274628,Cyhalothrin,SNOMED,Observation,1,,,,,,,,,
52315-07-8,0,OMOP Exposome,Cypermethrin,Maps to,skos:exactMatch,1,1758777,cypermethrin,RxNorm,Drug,1,,,,,,,,,
94361-06-5,0,OMOP Exposome,Cyproconazole,Maps to,skos:exactMatch,1,36852749,CYPROCONAZOLE,RxNorm Extension,Drug,1,,,,,,,,,
129-03-3,0,OMOP Exposome,Cyproheptadine,Maps to,skos:exactMatch,1,1110727,cyproheptadine,RxNorm,Drug,1,,,,,,,,,
427-51-0,0,OMOP Exposome,Cyproterone acetate,Maps to,skos:exactMatch,1,19010792,cyproterone,RxNorm,Drug,1,,,,,,,,,
66215-27-8,0,OMOP Exposome,Cyromazine,Maps to,skos:exactMatch,1,36856308,CYROMAZINE,RxNorm Extension,Drug,1,,,,,,,,,
P35520,0,OMOP Exposome,Cystathionine beta-synthase,Has relat context,skos:relatedMatch,1,4197110,Cystathionine beta-synthase,SNOMED,Drug,1,,,,,,,,,
P32929,0,OMOP Exposome,Cystathionine gamma-lyase,Has relat context,skos:relatedMatch,1,4197110,Cystathionine beta-synthase,SNOMED,Drug,1,,,,,,,,,
Q9Y600,0,OMOP Exposome,Cysteine sulfinic acid decarboxylase,Has relat context,skos:relatedMatch,1,4099604,Sulfinoalanine decarboxylase,SNOMED,Drug,1,,,,,,,,,
P49589,0,OMOP Exposome,"Cysteine--tRNA ligase, cytoplasmic",Has relat context,skos:relatedMatch,1,4096830,Cysteine-tRNA ligase,SNOMED,Drug,1,,,,,,,,,
147-94-4,0,OMOP Exposome,Cytarabine,Maps to,skos:exactMatch,1,1311078,cytarabine,RxNorm,Drug,1,,,,,,,,,
P15538,0,OMOP Exposome,"Cytochrome P450 11B1, mitochondrial",Has relat context,skos:relatedMatch,1,4149254,Steroid 11-beta-monooxygenase,SNOMED,Drug,1,,,,,,,,,
P08684,0,OMOP Exposome,Cytochrome P450 3A4,Has relat context,skos:relatedMatch,1,4031084,Albendazole monooxygenase,SNOMED,Drug,1,,,,,,,,,
GIS1008565,0,OMOP Exposome,Cytoplasm,Maps to,skos:exactMatch,1,4267273,Cytoplasmic matrix,SNOMED,Spec Anatomic Site,1,,,,,,,,,
P21399,0,OMOP Exposome,Cytoplasmic aconitate hydratase,Has relat context,skos:relatedMatch,1,4184279,Aconitate hydratase,SNOMED,Drug,1,,,,,,,,,
GIS1008567,0,OMOP Exposome,Cytoskeleton,Maps to,skos:exactMatch,1,4265932,Microtubules associated with cytoplasmic filaments,SNOMED,Spec Anatomic Site,1,,,,,,,,,
53188-23-1,0,OMOP Exposome,D-Fructose,Maps to,skos:exactMatch,1,956691,fructose,RxNorm,Drug,1,,,,,,,,,
50-99-7,0,OMOP Exposome,D-Glucose,Maps to,skos:exactMatch,1,1560524,glucose,RxNorm,Drug,1,,,,,,,,,
13269-35-7,0,OMOP Exposome,D-Hyoscyamine,Maps to,skos:exactMatch,1,923672,hyoscyamine,RxNorm,Drug,1,,,,,,,,,
58-86-6,0,OMOP Exposome,D-Xylose,Maps to,skos:exactMatch,1,19010499,xylose,RxNorm,Drug,1,,,,,,,,,
4342-03-4,0,OMOP Exposome,Dacarbazine,Maps to,skos:exactMatch,1,1311409,dacarbazine,RxNorm,Drug,1,,,,,,,,,
1596-84-5,0,OMOP Exposome,Daminozide,Maps to,skos:exactMatch,1,36857243,DAMINOZIDE,RxNorm Extension,Drug,1,,,,,,,,,
80-08-0,0,OMOP Exposome,Dapsone,Maps to,skos:exactMatch,1,1711759,dapsone,RxNorm,Drug,1,,,,,,,,,
133099-04-4,0,OMOP Exposome,Darifenacin,Maps to,skos:exactMatch,1,916230,darifenacin,RxNorm,Drug,1,,,,,,,,,
20830-81-3,0,OMOP Exposome,Daunorubicin,Maps to,skos:exactMatch,1,1311799,daunorubicin,RxNorm,Drug,1,,,,,,,,,
533-74-4,0,OMOP Exposome,Dazomet,Maps to,skos:exactMatch,1,4302742,Dazomet,SNOMED,Observation,1,,,,,,,,,
52423-28-6,0,OMOP Exposome,Debromoaplysiatoxin,Maps to,skos:exactMatch,1,4171573,Debromoaplysiatoxin,SNOMED,Observation,1,,,,,,,,,
112-31-2,0,OMOP Exposome,Decanal,Maps to,skos:exactMatch,1,44785030,decanal,RxNorm,Drug,1,,,,,,,,,
651-48-9,0,OMOP Exposome,Dehydroepiandrosterone sulfate,Has relat context,skos:relatedMatch,1,4011148,Dehydroepiandrosterone sulfate,SNOMED,Drug,1,,,,,,,,,
2894-67-9,0,OMOP Exposome,Delorazepam,Maps to,skos:exactMatch,1,36860089,DELORAZEPAM,RxNorm Extension,Drug,1,,,,,,,,,
561-07-9,0,OMOP Exposome,Delphinine,Maps to,skos:exactMatch,1,4143603,Delphinine,SNOMED,Observation,1,,,,,,,,,
P13716,0,OMOP Exposome,Delta-aminolevulinic acid dehydratase,Has relat context,skos:relatedMatch,1,4049143,Porphobilinogen synthase,SNOMED,Drug,1,,,,,,,,,
319-86-8,0,OMOP Exposome,delta-Hexachlorocyclohexane,Maps to,skos:exactMatch,1,916751,lindane,RxNorm,Drug,1,,,,,,,,,
1972-08-3,0,OMOP Exposome,delta9-Tetrahydrocannabinol,Maps to,skos:exactMatch,1,2997894,Delta-9-Tetrahydrocannabinol,RxNorm Extension,Drug,1,,,,,,,,,
52918-63-5,0,OMOP Exposome,Deltamethrin,Maps to,skos:exactMatch,1,4233681,Deltamethrin,SNOMED,Observation,1,,,,,,,,,
127-33-3,0,OMOP Exposome,Demeclocycline,Maps to,skos:exactMatch,1,1714527,demeclocycline,RxNorm,Drug,1,,,,,,,,,
958-09-8,0,OMOP Exposome,Deoxyadenosine,Has relat context,skos:relatedMatch,1,4122833,Deoxyadenosine,SNOMED,Drug,1,,,,,,,,,
1927-31-7,0,OMOP Exposome,Deoxyadenosine triphosphate,Has relat context,skos:relatedMatch,1,4112548,Deoxy adenosine triphosphate,SNOMED,Drug,1,,,,,,,,,
83-44-3,0,OMOP Exposome,Deoxycholic acid,Maps to,skos:exactMatch,1,19052896,deoxycholate,RxNorm,Drug,1,,,,,,,,,
64-85-7,0,OMOP Exposome,Deoxycorticosterone,Maps to,skos:exactMatch,1,19017895,desoxycorticosterone,RxNorm,Drug,1,,,,,,,,,
51481-10-8,0,OMOP Exposome,Deoxynivalenol,Maps to,skos:exactMatch,1,4188333,Deoxynivalenol,SNOMED,Observation,1,,,,,,,,,
57041-67-5,0,OMOP Exposome,Desflurane,Maps to,skos:exactMatch,1,19002770,desflurane,RxNorm,Drug,1,,,,,,,,,
50-47-5,0,OMOP Exposome,Desipramine,Maps to,skos:exactMatch,1,716968,desipramine,RxNorm,Drug,1,,,,,,,,,
100643-71-8,0,OMOP Exposome,Desloratadine,Maps to,skos:exactMatch,1,1103006,desloratadine,RxNorm,Drug,1,,,,,,,,,
50-02-2,0,OMOP Exposome,Dexamethasone,Maps to,skos:exactMatch,1,1518254,dexamethasone,RxNorm,Drug,1,,,,,,,,,
3239-44-9,0,OMOP Exposome,Dexfenfluramine,Maps to,skos:exactMatch,1,719057,dexfenfluramine,RxNorm,Drug,1,,,,,,,,,
40431-64-9,0,OMOP Exposome,Dexmethylphenidate,Maps to,skos:exactMatch,1,731533,dexmethylphenidate,RxNorm,Drug,1,,,,,,,,,
24584-09-6,0,OMOP Exposome,Dexrazoxane,Maps to,skos:exactMatch,1,1353011,dexrazoxane,RxNorm,Drug,1,,,,,,,,,
51-64-9,0,OMOP Exposome,Dextroamphetamine,Maps to,skos:exactMatch,1,719311,dextroamphetamine,RxNorm,Drug,1,,,,,,,,,
125-71-3,0,OMOP Exposome,Dextromethorphan,Maps to,skos:exactMatch,1,1119510,dextromethorphan,RxNorm,Drug,1,,,,,,,,,
117-81-7,0,OMOP Exposome,Di(2-ethylhexyl)phthalate,Maps to,skos:exactMatch,1,4195252,Di-2-ethylhexyl phthalate,SNOMED,Device,1,,,,,,,,,
2270-40-8,0,OMOP Exposome,Diacetoxyscirpenol,Maps to,skos:exactMatch,1,4174224,Diacetoxyscirpenol,SNOMED,Observation,1,,,,,,,,,
431-03-8,0,OMOP Exposome,Diacetyl,Has relat context,skos:relatedMatch,1,4123651,"Butane-2,3-dione",SNOMED,Drug,1,,,,,,,,,
439-14-5,0,OMOP Exposome,Diazepam,Maps to,skos:exactMatch,1,723013,diazepam,RxNorm,Drug,1,,,,,,,,,
333-41-5,0,OMOP Exposome,Diazinon,Maps to,skos:exactMatch,1,36863581,DIMPYLATE,RxNorm Extension,Drug,1,,,,,,,,,
74-95-3,0,OMOP Exposome,Dibromomethane,Has relat context,skos:relatedMatch,1,4125732,Dibromomethane,SNOMED,Drug,1,,,,,,,,,
496-00-4,0,OMOP Exposome,Dibrompropamidine,Maps to,skos:exactMatch,1,19089408,dibrompropamidine,RxNorm,Drug,1,,,,,,,,,
84-74-2,0,OMOP Exposome,Dibutyl phthalate,Maps to,skos:exactMatch,1,43012216,dibutyl phthalate,RxNorm,Drug,1,,,,,,,,,
77-58-7,0,OMOP Exposome,Dibutyltin dilaurate,Maps to,skos:exactMatch,1,1361444,dibutyltin,RxNorm,Drug,1,,,,,,,,,
818-08-6,0,OMOP Exposome,Dibutyltin oxide,Maps to,skos:exactMatch,1,37002557,dibutyltin oxide,RxNorm,Drug,1,,,,,,,,,
1918-00-9,0,OMOP Exposome,Dicamba,Maps to,skos:exactMatch,1,36861438,DICAMBA,RxNorm Extension,Drug,1,,,,,,,,,
99-30-9,0,OMOP Exposome,Dichloran,Maps to,skos:exactMatch,1,4198211,"2,6-dichloro-4-nitrobenzenamine",SNOMED,Observation,1,,,,,,,,,
79-43-6,0,OMOP Exposome,Dichloroacetic Acid,Maps to,skos:exactMatch,1,929549,acetic acid,RxNorm,Drug,1,,,,,,,,,
1975-09-02,0,OMOP Exposome,Dichloromethane,Maps to,skos:exactMatch,1,42900466,methylene chloride,RxNorm,Drug,1,,,,,,,,,
120-36-5,0,OMOP Exposome,Dichlorprop,Maps to,skos:exactMatch,1,4122514,"Dichlorprop - 2-(2,4-dichlorophenoxy)propionic acid",SNOMED,Observation,1,,,,,,,,,
62-73-7,0,OMOP Exposome,Dichlorvos,Maps to,skos:exactMatch,1,36853983,DICHLORVOS,RxNorm Extension,Drug,1,,,,,,,,,
15307-86-5,0,OMOP Exposome,Diclofenac,Maps to,skos:exactMatch,1,1124300,diclofenac,RxNorm,Drug,1,,,,,,,,,
36499-65-7,0,OMOP Exposome,Dicobalt edetate,Maps to,skos:exactMatch,1,19007780,dicobalt edetate,RxNorm,Drug,1,,,,,,,,,
115-32-2,0,OMOP Exposome,Dicofol,Has relat context,skos:relatedMatch,1,4065594,Dicofol,SNOMED,Drug,1,,,,,,,,,
66-76-2,0,OMOP Exposome,Dicumarol,Maps to,skos:exactMatch,1,1325124,dicumarol,RxNorm,Drug,1,,,,,,,,,
69655-05-6,0,OMOP Exposome,Didanosine,Maps to,skos:exactMatch,1,1724869,didanosine,RxNorm,Drug,1,,,,,,,,,
60-57-1,0,OMOP Exposome,Dieldrin,Maps to,skos:exactMatch,1,36858124,DIELDRIN,RxNorm Extension,Drug,1,,,,,,,,,
111-42-2,0,OMOP Exposome,Diethanolamine,Maps to,skos:exactMatch,1,43012254,diethanolamine,RxNorm,Drug,1,,,,,,,,,
84-66-2,0,OMOP Exposome,Diethyl phthalate,Maps to,skos:exactMatch,1,43012259,diethyl phthalate,RxNorm,Drug,1,,,,,,,,,
71247-25-1,0,OMOP Exposome,Diethylamine,Has relat context,skos:relatedMatch,1,4123659,Diethylamine,SNOMED,Drug,1,,,,,,,,,
111-40-0,0,OMOP Exposome,Diethylenetriamine,Maps to,skos:exactMatch,1,4114047,Diethylenetriamine,SNOMED,Device,1,,,,,,,,,
90-84-6,0,OMOP Exposome,Diethylpropion,Maps to,skos:exactMatch,1,725822,diethylpropion,RxNorm,Drug,1,,,,,,,,,
56-53-1,0,OMOP Exposome,Diethylstilbestrol,Maps to,skos:exactMatch,1,1525866,diethylstilbestrol,RxNorm,Drug,1,,,,,,,,,
134-62-3,0,OMOP Exposome,Diethyltoluamide,Maps to,skos:exactMatch,1,19079469,diethyltoluamide,RxNorm,Drug,1,,,,,,,,,
56073-07-5,0,OMOP Exposome,Difenacoum,Has relat context,skos:relatedMatch,1,4225178,Difenacoum,SNOMED,Drug,1,,,,,,,,,
35367-38-5,0,OMOP Exposome,Diflubenzuron,Maps to,skos:exactMatch,1,46287397,diflubenzuron,RxNorm,Drug,1,,,,,,,,,
22494-42-4,0,OMOP Exposome,Diflunisal,Maps to,skos:exactMatch,1,1126128,diflunisal,RxNorm,Drug,1,,,,,,,,,
71-63-6,0,OMOP Exposome,Digitoxin,Maps to,skos:exactMatch,1,19026180,digitoxin,RxNorm,Drug,1,,,,,,,,,
20830-75-5,0,OMOP Exposome,Digoxin,Maps to,skos:exactMatch,1,1326303,digoxin,RxNorm,Drug,1,,,,,,,,,
6190-39-2,0,OMOP Exposome,Dihydroergotamine,Maps to,skos:exactMatch,1,1126557,dihydroergotamine,RxNorm,Drug,1,,,,,,,,,
Q02127,0,OMOP Exposome,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Has relat context,skos:relatedMatch,1,4324410,Quinone,SNOMED,Drug,1,,,,,,,,,
67-96-9,0,OMOP Exposome,Dihydrotachysterol,Maps to,skos:exactMatch,1,19027015,dihydrotachysterol,RxNorm,Drug,1,,,,,,,,,
521-18-6,0,OMOP Exposome,Dihydrotestosterone,Maps to,skos:exactMatch,1,36848825,ANDROSTANOLONE,RxNorm Extension,Drug,1,,,,,,,,,
696-04-8,0,OMOP Exposome,Dihydrothymine,Has relat context,skos:relatedMatch,1,4122834,Dihydrothymine,SNOMED,Drug,1,,,,,,,,,
504-07-4,0,OMOP Exposome,Dihydrouracil,Has relat context,skos:relatedMatch,1,4124940,Dihydrouracil,SNOMED,Drug,1,,,,,,,,,
13682-92-3,0,OMOP Exposome,Dihydroxyaluminium,Maps to,skos:exactMatch,1,19089733,dihydroxyaluminum aminoacetate,RxNorm,Drug,1,,,,,,,,,
63-84-3,0,OMOP Exposome,Dihydroxyphenylalanine,Maps to,skos:exactMatch,1,789578,levodopa,RxNorm,Drug,1,,,,,,,,,
42399-41-7,0,OMOP Exposome,Diltiazem,Maps to,skos:exactMatch,1,1328165,diltiazem,RxNorm,Drug,1,,,,,,,,,
122-15-6,0,OMOP Exposome,Dimetan,Maps to,skos:exactMatch,1,4194959,Carbamate pesticide,SNOMED,Observation,1,,,,,,,,,
60-51-5,0,OMOP Exposome,Dimethoate,Has relat context,skos:relatedMatch,1,4062665,Dimethoate,SNOMED,Drug,1,,,,,,,,,
627-93-0,0,OMOP Exposome,Dimethyl adipate,Maps to,skos:exactMatch,1,37002688,dimethyl adipate,RxNorm,Drug,1,,,,,,,,,
593-74-8,0,OMOP Exposome,Dimethyl mercury,Has relat context,skos:relatedMatch,1,4150724,Dimethylmercury,SNOMED,Drug,1,,,,,,,,,
131-11-3,0,OMOP Exposome,Dimethyl phthalate,Maps to,skos:exactMatch,1,36848837,DIMETHYL PHTHALATE,RxNorm Extension,Drug,1,,,,,,,,,
67-68-5,0,OMOP Exposome,Dimethyl sulfoxide,Maps to,skos:exactMatch,1,928980,dimethyl sulfoxide,RxNorm,Drug,1,,,,,,,,,
124-40-3,0,OMOP Exposome,Dimethylamine,Maps to,skos:exactMatch,1,35603745,dimethylamine,RxNorm,Drug,1,,,,,,,,,
108-01-0,0,OMOP Exposome,Dimethylethanolamine,Maps to,skos:exactMatch,1,1311826,deanol,RxNorm,Drug,1,,,,,,,,,
P27487,0,OMOP Exposome,Dipeptidyl peptidase 4,Maps to,skos:exactMatch,1,4266535,Dipeptidyl peptidase IV,SNOMED,Observation,1,,,,,,,,,
58-73-1,0,OMOP Exposome,Diphenhydramine,Maps to,skos:exactMatch,1,1129625,diphenhydramine,RxNorm,Drug,1,,,,,,,,,
915-30-0,0,OMOP Exposome,Diphenoxylate,Maps to,skos:exactMatch,1,930916,diphenoxylate,RxNorm,Drug,1,,,,,,,,,
122-39-4,0,OMOP Exposome,Diphenylamine,Maps to,skos:exactMatch,1,43012273,diphenylamine,RxNorm,Drug,1,,,,,,,,,
23525-22-6,0,OMOP Exposome,Diphenylcyanoarsine,Maps to,skos:exactMatch,1,4301265,Diphenylcyanoarsine,SNOMED,Observation,1,,,,,,,,,
GIS1008614,0,OMOP Exposome,Diphtheria toxin (Corynephage omega),Has relat context,skos:relatedMatch,1,4208387,Diphtheria toxin,SNOMED,Drug,1,,,,,,,,,
GIS1008622,0,OMOP Exposome,Disinfectant,Maps to,skos:exactMatch,1,4210570,Disinfectant,SNOMED,Device,1,,,,,,,,,
97-77-8,0,OMOP Exposome,Disulfiram,Maps to,skos:exactMatch,1,735850,disulfiram,RxNorm,Drug,1,,,,,,,,,
298-04-4,0,OMOP Exposome,Disulfoton,Maps to,skos:exactMatch,1,4082737,Disulfoton,SNOMED,Observation,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,904542,triamterene,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,904639,trichlormethiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,905273,methyclothiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,907013,metolazone,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,932745,bumetanide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,942350,torsemide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,948787,polythiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,956874,furosemide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,970250,spironolactone,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,974166,hydrochlorothiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,978555,indapamide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,987406,ethacrynate,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,991382,amiloride,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,992590,chlorothiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,1309799,eplerenone,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,1316354,bendroflumethiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,1376289,hydroflumethiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,1395058,chlorthalidone,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19000556,mefruside,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19003070,mersalyl,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19010015,cyclopenthiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19010493,xipamide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19010927,conivaptan,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19018435,althiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19019698,canrenone,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19025498,piretanide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19036797,tolvaptan,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19039770,buthiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19051444,cicletanine,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19081320,quinethazone,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19082886,cyclothiazide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19099181,clopamide,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19123864,canrenoate,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,19137056,theobromine,RxNorm,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,35198062,meticrane,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,37493796,Epithiazide,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,40798722,Clofenamide,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,40798761,Clorexolone,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,40798813,Etozolin,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,40798952,Mebutizide,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,40798971,Muzolimine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1008633,0,OMOP Exposome,Diuretic,Subsumes,skos:narrowMatch,1,40799172,Tienilic Acid,RxNorm Extension,Drug,1,,,,,,,,,
330-54-1,0,OMOP Exposome,Diuron,Maps to,skos:exactMatch,1,36855202,DIURON,RxNorm Extension,Drug,1,,,,,,,,,
498-59-9,0,OMOP Exposome,Djenkolic acid,Maps to,skos:exactMatch,1,36851125,DJENKOLIC ACID,RxNorm Extension,Drug,1,,,,,,,,,
Q9HC16,0,OMOP Exposome,DNA dC->dU-editing enzyme APOBEC-3G,Has relat context,skos:relatedMatch,1,4338975,Deoxycytidine deaminase,SNOMED,Drug,1,,,,,,,,,
114977-28-5,0,OMOP Exposome,Docetaxel,Maps to,skos:exactMatch,1,1315942,docetaxel,RxNorm,Drug,1,,,,,,,,,
143-07-7,0,OMOP Exposome,Dodecanoic acid,Has relat context,skos:relatedMatch,1,4187189,Lauric acid,SNOMED,Drug,1,,,,,,,,,
1166-52-5,0,OMOP Exposome,Dodecyl gallate,Maps to,skos:exactMatch,1,45892472,dodecyl gallate,RxNorm,Drug,1,,,,,,,,,
14277-97-5,0,OMOP Exposome,Domoic acid,Maps to,skos:exactMatch,1,4239014,Amnesic shellfish poison,SNOMED,Observation,1,,,,,,,,,
120014-06-4,0,OMOP Exposome,Donepezil,Maps to,skos:exactMatch,1,715997,donepezil,RxNorm,Drug,1,,,,,,,,,
51-61-6,0,OMOP Exposome,Dopamine,Maps to,skos:exactMatch,1,1337860,dopamine,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,713823,ropinirole,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,720810,pramipexole,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,730548,bromocriptine,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,732309,pergolide,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,786426,rotigotine,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,837027,apomorphine,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,1558471,cabergoline,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,19026564,dihydroergocryptine,RxNorm,Drug,1,,,,,,,,,
GIS1008679,0,OMOP Exposome,Dopamine Agent,Subsumes,skos:narrowMatch,1,19134000,piribedil,RxNorm,Drug,1,,,,,,,,,
GIS1008690,0,OMOP Exposome,Dopamine Antagonist,Maps to,skos:exactMatch,1,42536108,Dopamine receptor antagonist,SNOMED,Observation,1,,,,,,,,,
