source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"229692","2061502229","MIMIC4","CPOT-Muscle Tension (CPOTa)","Maps to","2061502229","MIMIC4","2025-05-07","2099-12-31",
"LIDO5O","2061508095","MIMIC4","Lidocaine 5% Ointment","Maps to","989878","RxNorm","2025-05-07","2099-12-31",
"58561","2061505076","MIMIC4","Hysteroscopy, surgical; with removal of leiomyomata","Maps to","2110225","CPT4","2025-05-07","2099-12-31",
"HYDR2.5ES","2061507772","MIMIC4","Hydroxypropyl Meth. 2.5% Ophth","Maps to","37003456","RxNorm","2025-05-07","2099-12-31",
"51895","2061504487","MIMIC4","Strep A, Rapid Antigen|Other Body Fluid|Chemistry (51895)","Maps to","21491660","LOINC","2025-05-07","2099-12-31",
"51761","2061504405","MIMIC4","Zinc|Blood|Chemistry","Maps to","3017394","LOINC","2025-05-07","2099-12-31",
"RIGHT ABOVE ANTECUBITAL","2061509220","MIMIC4","Right above Antecubital","Maps to","2061509220","MIMIC4","2025-05-07","2099-12-31",
"227292","2061501659","MIMIC4","Arterial Line Dressing Occlusive","Maps to","2061501659","MIMIC4","2025-05-07","2099-12-31",
"44369","2061503354","MIMIC4","Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique","Maps to","2109094","CPT4","2025-05-07","2099-12-31",
"51982","2061504542","MIMIC4","Immunoelectrophoresis, Urine|Urine|Chemistry","Maps to","3008366","LOINC","2025-05-07","2099-12-31",
"45334","2061503391","MIMIC4","Sigmoidoscopy, flexible; with control of bleeding, any method","Maps to","2109184","CPT4","2025-05-07","2099-12-31",
"224436","2061500768","MIMIC4","CT #3 Suction Amount","Maps to","2061500768","MIMIC4","2025-05-07","2099-12-31",
"21422","2061500338","MIMIC4","Open treatment of palatal or maxillary fracture (LeFort I type)","Maps to","4205426","SNOMED","2025-05-07","2099-12-31",
"90439","2061506000","MIMIC4","CUNNINGHAMELLA SP.","Maps to","4094148","SNOMED","2025-05-07","2099-12-31",
"TIAZ240","2061509572","MIMIC4","Diltiazem Extended-Release 240 mg ER Cap","Maps to","19133566","RxNorm","2025-05-07","2099-12-31",
"64913","2061505290","MIMIC4","Nerve repair; with nerve allograft, each additional strand (List separately in addition to code for primary procedure)","Maps to","725067","CPT4","2025-05-07","2099-12-31",
"IBUT1I","2061507797","MIMIC4","Ibutilide Fumarate","Maps to","19050087","RxNorm","2025-05-07","2099-12-31",
"MAGMEQ","2061508203","MIMIC4","Magnesium Sulfate (MAGMEQ)","Maps to","19093848","RxNorm","2025-05-07","2099-12-31",
"229266","2061502098","MIMIC4","Cannula sites visually inspected (ECMO)","Maps to","2061502098","MIMIC4","2025-05-07","2099-12-31",
"225728","2061501210","MIMIC4","Midline Tip Cultured","Maps to","2061501210","MIMIC4","2025-05-07","2099-12-31",
"80258","2061505685","MIMIC4","MICROSPORIDIUM SPECIES SEEN","Maps to","4086237","SNOMED","2025-05-07","2099-12-31",
"(1:1","2061500046","MIMIC4","(1:1","Maps to","8523","UCUM","2025-05-07","2099-12-31",
"227368","2061501679","MIMIC4","20 Gauge Dressing Occlusive","Maps to","2061501679","MIMIC4","2025-05-07","2099-12-31",
"225739","2061501220","MIMIC4","Cordis/Introducer Discontinued","Maps to","2061501220","MIMIC4","2025-05-07","2099-12-31",
"LORA1L","2061508147","MIMIC4","Lorazepam (LORA1L)","Maps to","791967","RxNorm","2025-05-07","2099-12-31",
"AUGM875L","2061506639","MIMIC4","Amoxicillin-Clavulanic Acid (AUGM875L)","Maps to","1713332","RxNorm","2025-05-07","2099-12-31",
"CLIN600PM","2061506990","MIMIC4","Clindamycin (CLIN600PM)","Maps to","997881","RxNorm","2025-05-07","2099-12-31",
"52323","2061504779","MIMIC4","CD61|Bone Marrow|Hematology","Maps to","3029330","LOINC","2025-05-07","2099-12-31",
"SORA200","2061509417","MIMIC4","sorafenib","Maps to","1363387","RxNorm","2025-05-07","2099-12-31",
"47490","2061503460","MIMIC4","Cholecystostomy, percutaneous, complete procedure, including imaging guidance, catheter placement, cholecystogram when performed, and radiological supervision and interpretation","Maps to","4067681","SNOMED","2025-05-07","2099-12-31",
"50995","2061503768","MIMIC4","Thyroxine (T4), Free|Blood|Chemistry","Maps to","3008598","LOINC","2025-05-07","2099-12-31",
"WFDB.SIGNALS","2061510079","MIMIC4","WFDB Number of signals in this record","Maps to","2061510079","MIMIC4","2025-05-07","2099-12-31",
"TRAP","2061509622","MIMIC4","trap","Maps to","4215772","SNOMED","2025-05-07","2099-12-31",
"22102","2061500437","MIMIC4","Partial excision of posterior vertebral component (eg, spinous process, lamina or facet) for intrinsic bony lesion, single vertebral segment; lumbar","Maps to","2103421","CPT4","2025-05-07","2099-12-31",
"CHOL750","2061506953","MIMIC4","Choline Magnesium Trisalicylate (CHOL750)","Maps to","1157456","RxNorm","2025-05-07","2099-12-31",
"UPPER QUAD","2061509713","MIMIC4","upper quad","Maps to","4098141","SNOMED","2025-05-07","2099-12-31",
"225967","2061501368","MIMIC4","Rectal Swab","Maps to","4056279","SNOMED","2025-05-07","2099-12-31",
"CPT4:51840","2061507069","MIMIC4","Anterior vesicourethropexy, or urethropexy (eg, Marshall-Marchetti-Krantz, Burch); simple","Maps to","2109750","CPT4","2025-05-07","2099-12-31",
"23066","2061502315","MIMIC4","Biopsy, soft tissue of shoulder area; deep","Maps to","2103613","CPT4","2025-05-07","2099-12-31",
"220581","2061500406","MIMIC4","Amylase (220581)","Maps to","3016771","LOINC","2025-05-07","2099-12-31",
"227911","2061501847","MIMIC4","Date - Therapist","Maps to","2061501847","MIMIC4","2025-05-07","2099-12-31",
"225656","2061501190","MIMIC4","Freeform Chemistry","Maps to","2061501190","MIMIC4","2025-05-07","2099-12-31",
"PYRI60","2061509088","MIMIC4","Pyridostigmine Bromide (PYRI60)","Maps to","759740","RxNorm","2025-05-07","2099-12-31",
"225845","2061501289","MIMIC4","Azithromycin (225845)","Maps to","1734104","RxNorm","2025-05-07","2099-12-31",
"224958","2061500948","MIMIC4","Impaired Skin Wound Base #2","Maps to","2061500948","MIMIC4","2025-05-07","2099-12-31",
"MOSM/KG","2061508567","MIMIC4","mOsm/kg","Maps to","8862","UCUM","2025-05-07","2099-12-31",
"90211","2061505877","MIMIC4","Rubella IgG/IgM Antibody","Maps to","2061505877","MIMIC4","2025-05-07","2099-12-31",
"PROC100I","2061509035","MIMIC4","Procainamide HCl (PROC100I)","Maps to","1351461","RxNorm","2025-05-07","2099-12-31",
"60650","2061505143","MIMIC4","Laparoscopy, surgical, with adrenalectomy, partial or complete, or exploration of adrenal gland with or without biopsy, transabdominal, lumbar or dorsal","Maps to","2110394","CPT4","2025-05-07","2099-12-31",
"224639","2061500788","MIMIC4","Daily Weight","Maps to","2061500788","MIMIC4","2025-05-07","2099-12-31",
"51375","2061504116","MIMIC4","Lymphocytes|Joint Fluid|Hematology","Maps to","3003329","LOINC","2025-05-07","2099-12-31",
"90236","2061505898","MIMIC4","Anaerobic culture, Prosthetic Joint Fluid","Maps to","2061505898","MIMIC4","2025-05-07","2099-12-31",
"NYST5L","2061508776","MIMIC4","Nystatin Oral Suspension 500,000 Unit UDCUP","Maps to","19079119","RxNorm","2025-05-07","2099-12-31",
"51240","2061504004","MIMIC4","Large Platelets|Blood|Hematology","Maps to","3034118","LOINC","2025-05-07","2099-12-31",
"225184","2061501024","MIMIC4","Eye Care","Maps to","4024742","SNOMED","2025-05-07","2099-12-31",
"(24)/75 MG (4)","2061502400","MIMIC4","(24)/75 mg (4)","Maps to","9256","UCUM","2025-05-07","2099-12-31",
"69602","2061505343","MIMIC4","Revision mastoidectomy; resulting in modified radical mastoidectomy","Maps to","2111228","CPT4","2025-05-07","2099-12-31",
"UPPER ABD","2061509701","MIMIC4","upper abd","Maps to","4213724","SNOMED","2025-05-07","2099-12-31",
"ALLO300","2061506487","MIMIC4","Allopurinol 300mg Tab","Maps to","19018787","RxNorm","2025-05-07","2099-12-31",
"51749","2061504396","MIMIC4","Treponema pallidum (syphilis) value|Blood|Chemistry","Maps to","3015378","LOINC","2025-05-07","2099-12-31",
"SULI200","2061509460","MIMIC4","Sulindac (SULI200)","Maps to","1236607","RxNorm","2025-05-07","2099-12-31",
"VITE400","2061509795","MIMIC4","Tocopheryl 400U CAP PPK","Maps to","19103985","RxNorm","2025-05-07","2099-12-31",
"MGBASE500I","2061508429","MIMIC4","Sterile Water (MGBASE500I)","Maps to","19010309","RxNorm","2025-05-07","2099-12-31",
"LEVE1000L","2061508040","MIMIC4","LeVETiracetam Oral Solution","Maps to","711584","RxNorm","2025-05-07","2099-12-31",
"15946","2061500227","MIMIC4","Excision, ischial pressure ulcer, with ostectomy, in preparation for muscle or myocutaneous flap or skin graft closure","Maps to","2102541","CPT4","2025-05-07","2099-12-31",
"80282","2061505701","MIMIC4","FONSECAEA PEDROSOI","Maps to","4239825","SNOMED","2025-05-07","2099-12-31",
"51066","2061503834","MIMIC4","24 hr Calcium|Urine|Chemistry","Maps to","3007687","LOINC","2025-05-07","2099-12-31",
"225335","2061501082","MIMIC4","IABP Cap Change","Maps to","2061501082","MIMIC4","2025-05-07","2099-12-31",
"224789","2061500869","MIMIC4","GI #2 Tube Status","Maps to","2061500869","MIMIC4","2025-05-07","2099-12-31",
"90900","2061506276","MIMIC4","MYCOBACTERIUM NEOAURUM","Maps to","4201291","SNOMED","2025-05-07","2099-12-31",
"90779","2061506176","MIMIC4","ACHROMOBACTER DENTRIFICANS","Maps to","4187642","SNOMED","2025-05-07","2099-12-31",
"43268","2061503296","MIMIC4","Endoscopic retrograde cholangiopancreatography (ERCP); with endoscopic retrograde insertion of tube or stent into bile or pancreatic duct","Maps to","2108912","CPT4","2025-05-07","2099-12-31",
"EPSOM","2061507398","MIMIC4","Magnesium Sulfate (EPSOM)","Maps to","19093848","RxNorm","2025-05-07","2099-12-31",
"LEFT UPPER QUADRANT","2061508022","MIMIC4","Left Upper Quadrant","Maps to","4314121","SNOMED","2025-05-07","2099-12-31",
"50989","2061503762","MIMIC4","Testosterone, Free|Blood|Chemistry","Maps to","3016049","LOINC","2025-05-07","2099-12-31",
"223935","2061500572","MIMIC4","PostTib. Pulses R","Maps to","2061500572","MIMIC4","2025-05-07","2099-12-31",
"SILD50","2061509377","MIMIC4","*NF* Sildenafil Citrate","Maps to","1316262","RxNorm","2025-05-07","2099-12-31",
"225108","2061500986","MIMIC4","Tobacco use","Maps to","3012697","LOINC","2025-05-07","2099-12-31",
"CLON5","2061507008","MIMIC4","Clonazepam 0.5mg Tablet","Maps to","798875","RxNorm","2025-05-07","2099-12-31",
"57425","2061505030","MIMIC4","Laparoscopy, surgical, colpopexy (suspension of vaginal apex)","Maps to","2110142","CPT4","2025-05-07","2099-12-31",
"228374","2061501984","MIMIC4","Stroke Volume (SV NICOM)","Maps to","2061501984","MIMIC4","2025-05-07","2099-12-31",
"52347","2061504800","MIMIC4","CD61|Other Body Fluid|Hematology","Maps to","3031011","LOINC","2025-05-07","2099-12-31",
"90174","2061505848","MIMIC4","Concentration and Stain for Giardia","Maps to","2061505848","MIMIC4","2025-05-07","2099-12-31",
"226738","2061501542","MIMIC4","AgeApacheIIScore","Maps to","2061501542","MIMIC4","2025-05-07","2099-12-31",
"80077","2061505518","MIMIC4","CRYPTOCOCCUS SPECIES","Maps to","4069831","SNOMED","2025-05-07","2099-12-31",
"L FOOT","2061508068","MIMIC4","L Foot","Maps to","4320144","SNOMED","2025-05-07","2099-12-31",
"MG/8 ML","2061508424","MIMIC4","mg/8 mL","Maps to","8861","UCUM","2025-05-07","2099-12-31",
"224715","2061500833","MIMIC4","SBT Started","Maps to","2061500833","MIMIC4","2025-05-07","2099-12-31",
"19366","2061500262","MIMIC4","Breast reconstruction with other technique","Maps to","2102760","CPT4","2025-05-07","2099-12-31",
"51164","2061503928","MIMIC4","CD19|Blood|Hematology","Maps to","3016228","LOINC","2025-05-07","2099-12-31",
"SARG500I","2061509329","MIMIC4","Sargramostim (SARG500I)","Maps to","1308432","RxNorm","2025-05-07","2099-12-31",
"225129","2061500996","MIMIC4","Unable to assess teaching / learning needs","Maps to value","45877572","LOINC","2025-05-07","2099-12-31",
"TABLET","2061509479","MIMIC4","tablet","Maps to","9431","UCUM","2025-05-07","2099-12-31",
"RU POST FOREARM","2061509310","MIMIC4","RU Post Forearm","Maps to","2061509310","MIMIC4","2025-05-07","2099-12-31",
"QODHS","2061509144","MIMIC4","QODHS","Maps to","4262459","SNOMED","2025-05-07","2099-12-31",
"KAYE15L","2061507905","MIMIC4","Sodium Polystyrene Sulfonate 15g/60mL Bottle","Maps to","19079626","RxNorm","2025-05-07","2099-12-31",
"51683","2061504353","MIMIC4","LD, Isoenzyme 4|Blood|Chemistry","Maps to","3024830","LOINC","2025-05-07","2099-12-31",
"220645","2061500416","MIMIC4","Sodium (serum)","Maps to","4021154","SNOMED","2025-05-07","2099-12-31",
"225120","2061500992","MIMIC4","Appetite","Maps to","4143454","SNOMED","2025-05-07","2099-12-31",
"C9601","2061506820","MIMIC4","Percutaneous transcatheter placement of drug-eluting intracoronary stent(s), with coronary angioplasty when performed; each additional branch of a major coronary artery (list separately in addition to code for primary procedure)","Maps to","43533352","HCPCS","2025-05-07","2099-12-31",
"90235","2061505897","MIMIC4","REFLEX URINE CULTURE","Maps to","40479598","SNOMED","2025-05-07","2099-12-31",
"24498","2061502379","MIMIC4","Prophylactic treatment (nailing, pinning, plating or wiring), with or without methylmethacrylate, humeral shaft","Maps to","2103961","CPT4","2025-05-07","2099-12-31",
"FOSC24I","2061507553","MIMIC4","Foscarnet Sodium","Maps to","1724700","RxNorm","2025-05-07","2099-12-31",
"224297","2061500710","MIMIC4","Cordis/Introducer Site Appear","Maps to","2061500710","MIMIC4","2025-05-07","2099-12-31",
"LITHI150L","2061508123","MIMIC4","Lithium Citrate (Syrup)","Maps to","767410","RxNorm","2025-05-07","2099-12-31",
"LACT30L","2061507958","MIMIC4","Lactulose 20GM/30ML CUP","Maps to","987250","RxNorm","2025-05-07","2099-12-31",
"50941","2061503718","MIMIC4","Hepatitis B Surface Antigen|Blood|Chemistry","Maps to","3019510","LOINC","2025-05-07","2099-12-31",
"SECR16I","2061509344","MIMIC4","Secretin","Maps to","19066188","RxNorm","2025-05-07","2099-12-31",
"27524","2061502626","MIMIC4","Open treatment of patellar fracture, with internal fixation and/or partial or complete patellectomy and soft tissue repair","Maps to","2105182","CPT4","2025-05-07","2099-12-31",
"51954","2061504522","MIMIC4","CDT027 (51954)","Maps to","2061504522","MIMIC4","2025-05-07","2099-12-31",
"229265","2061502097","MIMIC4","Suction events (RVAD)","Maps to","2061502097","MIMIC4","2025-05-07","2099-12-31",
"63076","2061505208","MIMIC4","Discectomy, anterior, with decompression of spinal cord and/or nerve root(s), including osteophytectomy; cervical, each additional interspace (List separately in addition to code for primary procedure)","Maps to","2110662","CPT4","2025-05-07","2099-12-31",
"AMIO40L","2061506521","MIMIC4","Amiodarone (AMIO40L)","Maps to","1309944","RxNorm","2025-05-07","2099-12-31",
"51208","2061503972","MIMIC4","Factor X|Blood|Hematology (51208)","Maps to","3004409","LOINC","2025-05-07","2099-12-31",
"TABLETS","2061509480","MIMIC4","TABLETS","Maps to","9431","UCUM","2025-05-07","2099-12-31",
"51302","2061504066","MIMIC4","Young Cells|Blood|Hematology","Maps to","40758562","LOINC","2025-05-07","2099-12-31",
"ENTERAL TUBE ONLY ? NOT ORAL","2061507370","MIMIC4","ENTERAL TUBE ONLY ? NOT ORAL","Maps to","4167540","SNOMED","2025-05-07","2099-12-31",
"51428","2061504168","MIMIC4","Macrophage|Other Body Fluid|Hematology","Maps to","3024126","LOINC","2025-05-07","2099-12-31",
"66250","2061505299","MIMIC4","Revision or repair of operative wound of anterior segment, any type, early or late, major or minor procedure","Maps to","2110985","CPT4","2025-05-07","2099-12-31",
"52182","2061504695","MIMIC4","Sudan Black Staining|Blood|Hematology","Maps to","3012524","LOINC","2025-05-07","2099-12-31",
"MID BACK","2061508482","MIMIC4","MID BACK","Maps to","4122976","SNOMED","2025-05-07","2099-12-31",
"80026","2061505468","MIMIC4","PSEUDOMONAS AERUGINOSA","Maps to","4198675","SNOMED","2025-05-07","2099-12-31",
"229601","2061502194","MIMIC4","Arm Immobilizer","Maps to","2061502194","MIMIC4","2025-05-07","2099-12-31",
"45383","2061503404","MIMIC4","Colonoscopy, flexible, proximal to splenic flexure; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique","Maps to","2109199","CPT4","2025-05-07","2099-12-31",
"MORP2000I","2061508552","MIMIC4","Morphine Sulfate (MORP2000I)","Maps to","1110410","RxNorm","2025-05-07","2099-12-31",
"99195","2061506400","MIMIC4","Phlebotomy, therapeutic (separate procedure)","Maps to","2414388","CPT4","2025-05-07","2099-12-31",
"229841","2061502286","MIMIC4","FiO2 (CH)","Maps to","2061502286","MIMIC4","2025-05-07","2099-12-31",
"MITX20I","2061508512","MIMIC4","Mitoxantrone","Maps to","1309188","RxNorm","2025-05-07","2099-12-31",
"H1H1VAC5I","2061507680","MIMIC4","Influenza A (H1N1) Vaccine (H1H1VAC5I)","Maps to","40213158","CVX","2025-05-07","2099-12-31",
"70085","2061505431","MIMIC4","WORM","Maps to","45767301","SNOMED","2025-05-07","2099-12-31",
"ACY5O","2061506444","MIMIC4","Acyclovir Ointment 5%","Maps to","1703687","RxNorm","2025-05-07","2099-12-31",
"BENA10","2061506709","MIMIC4","Benazepril HCl (BENA10)","Maps to","1335471","RxNorm","2025-05-07","2099-12-31",
"51335","2061504099","MIMIC4","FMC-7|Bone Marrow|Hematology","Maps to","3043498","LOINC","2025-05-07","2099-12-31",
"36597","2061503086","MIMIC4","Repositioning of previously placed central venous catheter under fluoroscopic guidance","Maps to","2108258","CPT4","2025-05-07","2099-12-31",
"224185","2061500674","MIMIC4","PICC Line Change over Wire Date","Maps to","2061500674","MIMIC4","2025-05-07","2099-12-31",
"224759","2061500856","MIMIC4","LUE Sensation","Maps to","2061500856","MIMIC4","2025-05-07","2099-12-31",
"220339","2061500401","MIMIC4","PEEP set","Maps to","3022875","LOINC","2025-05-07","2099-12-31",
"92978","2061506320","MIMIC4","Endoluminal imaging of coronary vessel or graft using intravascular ultrasound (IVUS) or optical coherence tomography (OCT) during diagnostic evaluation and/or therapeutic intervention including imaging supervision, interpretation and report; initial v...","Maps to","2313799","CPT4","2025-05-07","2099-12-31",
"QID","2061509137","MIMIC4","QID","Maps to","4145078","SNOMED","2025-05-07","2099-12-31",
"227692","2061501793","MIMIC4","Isuprel","Maps to","2061501793","MIMIC4","2025-05-07","2099-12-31",
"LIDO550I","2061508094","MIMIC4","Lidocaine 0.5% (LIDO550I)","Maps to","989878","RxNorm","2025-05-07","2099-12-31",
"90301","2061505937","MIMIC4","BRUCELLA SPECIES","Maps to","4095734","SNOMED","2025-05-07","2099-12-31",
"HIPS","2061507731","MIMIC4","hips","Maps to","4107083","SNOMED","2025-05-07","2099-12-31",
"90759","2061506158","MIMIC4","RAOULTELLA ORNITHINOLYTICA","Maps to","4212063","SNOMED","2025-05-07","2099-12-31",
"80078","2061505519","MIMIC4","ANAEROBIC GRAM POSITIVE COCCUS(I)","Maps to","4352648","SNOMED","2025-05-07","2099-12-31",
"51498","2061504236","MIMIC4","Specific Gravity|Urine|Hematology","Maps to","3000330","LOINC","2025-05-07","2099-12-31",
"90444","2061506003","MIMIC4","EPIDERMOPHYTON FLOCCOSUM","Maps to","4096942","SNOMED","2025-05-07","2099-12-31",
"227713","2061501802","MIMIC4","Epidural Placement","Maps to","4200059","SNOMED","2025-05-07","2099-12-31",
"90822","2061506210","MIMIC4","MYCOBACTERIUM MAGERITENSE","Maps to","4300252","SNOMED","2025-05-07","2099-12-31",
"90339","2061505949","MIMIC4","CRYPTOCOCCUS LAURENTII","Maps to","4218775","SNOMED","2025-05-07","2099-12-31",
"CPT4:51700","2061507065","MIMIC4","Bladder irrigation, simple, lavage and/or instillation","Maps to","2109729","CPT4","2025-05-07","2099-12-31",
"MG/20 ML","2061508390","MIMIC4","mg/20 mL","Maps to","8861","UCUM","2025-05-07","2099-12-31",
"51584","2061504282","MIMIC4","Chylomicrons|Blood|Chemistry","Maps to","3020132","LOINC","2025-05-07","2099-12-31",
"MIDA2I","2061508475","MIMIC4","Midazolam HCl 2mg/2mL Vial","Maps to","19078924","RxNorm","2025-05-07","2099-12-31",
"221255","2061500444","MIMIC4","Trans Esophageal Echo","Maps to","4019824","SNOMED","2025-05-07","2099-12-31",
"227429","2061501684","MIMIC4","Troponin-T","Maps to","4005525","SNOMED","2025-05-07","2099-12-31",
"MCG/H","2061508234","MIMIC4","mcg/h","Maps to","44777645","UCUM","2025-05-07","2099-12-31",
"CEFT1000DES","2061506907","MIMIC4","CefTAZidime Desensitization","Maps to","1776684","RxNorm","2025-05-07","2099-12-31",
"51137","2061503903","MIMIC4","Anisocytosis|Blood|Hematology","Maps to","3038691","LOINC","2025-05-07","2099-12-31",
"11606","2061500087","MIMIC4","Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter over 4.0 cm","Maps to","2102040","CPT4","2025-05-07","2099-12-31",
"54620","2061504967","MIMIC4","Fixation of contralateral testis (separate procedure)","Maps to","2109980","CPT4","2025-05-07","2099-12-31",
"50887","2061503667","MIMIC4","Blue Top Hold","Maps to","2061503667","MIMIC4","2025-05-07","2099-12-31",
"90509","2061506035","MIMIC4","YERSINIA SP.","Maps to","4262819","SNOMED","2025-05-07","2099-12-31",
"KET15C","2061507926","MIMIC4","Ketoconazole 2%","Maps to","985708","RxNorm","2025-05-07","2099-12-31",
"DESI25","2061507208","MIMIC4","Desipramine (DESI25)","Maps to","716968","RxNorm","2025-05-07","2099-12-31",
"CARV31.25L","2061506876","MIMIC4","Carvedilol (CARV31.25L)","Maps to","1346823","RxNorm","2025-05-07","2099-12-31",
"225117","2061500990","MIMIC4","Unable to assess nutrition / education","Maps to value","45877572","LOINC","2025-05-07","2099-12-31",
"80014","2061505457","MIMIC4","SERRATIA MARCESCENS","Maps to","4140691","SNOMED","2025-05-07","2099-12-31",
"225955","2061501360","MIMIC4","Dialysis - SCUF","Maps to","2061501360","MIMIC4","2025-05-07","2099-12-31",
"FERR325","2061507483","MIMIC4","Ferrous Sulfate 325 mg Tablet","Maps to","19077344","RxNorm","2025-05-07","2099-12-31",
"52416","2061504850","MIMIC4","Myoglobin|Urine|Hematology","Maps to","3011470","LOINC","2025-05-07","2099-12-31",
"NEUT1I","2061508683","MIMIC4","Sodium Bicarbonate 4.2% (2.4mEq)","Maps to","939506","RxNorm","2025-05-07","2099-12-31",
"223806","2061500523","MIMIC4","Tremor (CIWA)","Maps to","2061500523","MIMIC4","2025-05-07","2099-12-31",
"52296","2061504757","MIMIC4","Eos#|Joint Fluid|Hematology","Maps to","3032048","LOINC","2025-05-07","2099-12-31",
"51801","2061504429","MIMIC4","Sodium, CSF|Cerebrospinal Fluid|Chemistry","Maps to","3003834","LOINC","2025-05-07","2099-12-31",
"92953","2061506314","MIMIC4","Temporary transcutaneous pacing","Maps to","4241102","SNOMED","2025-05-07","2099-12-31",
"90246","2061505905","MIMIC4","ACID FAST SMEAR","Maps to","4015316","SNOMED","2025-05-07","2099-12-31",
"ELECTIVE","2061507349","MIMIC4","ELECTIVE","Maps to","4314435","SNOMED","2025-05-07","2099-12-31",
"RISP50I","2061509263","MIMIC4","Risperidone Long Acting Injection (RISP50I)","Maps to","735979","RxNorm","2025-05-07","2099-12-31",
"52363","2061504815","MIMIC4","NRBC#|Other Body Fluid|Hematology","Maps to","3028129","LOINC","2025-05-07","2099-12-31",
"28666","2061502786","MIMIC4","Percutaneous skeletal fixation of interphalangeal joint dislocation, with manipulation","Maps to","4259560","SNOMED","2025-05-07","2099-12-31",
"225133","2061500997","MIMIC4","Discharge needs","Maps to","2061500997","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SAMPLERATE.AVR","2061509911","MIMIC4","WFDB signal A/D converter samplerate in lead aVR","Maps to","2061509911","MIMIC4","2025-05-07","2099-12-31",
"THIA50","2061509549","MIMIC4","Thiamine (THIA50)","Maps to","19137312","RxNorm","2025-05-07","2099-12-31",
"221028","2061500438","MIMIC4","Stresson","Maps to","41019934","RxNorm Extension","2025-05-07","2099-12-31",
"59850","2061505115","MIMIC4","Induced abortion, by 1 or more intra-amniotic injections (amniocentesis-injections), including hospital admission and visits, delivery of fetus and secundines","Maps to","2110331","CPT4","2025-05-07","2099-12-31",
"BETAAUG0.05G","2061506727","MIMIC4","Betamethasone Dipro 0.05% Augmented Gel","Maps to","920458","RxNorm","2025-05-07","2099-12-31",
"TRIH2","2061509647","MIMIC4","Trihexyphenidyl HCl (TRIH2)","Maps to","705178","RxNorm","2025-05-07","2099-12-31",
"ETHA50I","2061507427","MIMIC4","Ethacrynate Sodium","Maps to","987406","RxNorm","2025-05-07","2099-12-31",
"225975","2061501373","MIMIC4","Heparin Sodium (Prophylaxis)","Maps to","2061501373","MIMIC4","2025-05-07","2099-12-31",
"#/UL","2061509668","MIMIC4","#/uL","Maps to","8784","UCUM","2025-05-07","2099-12-31",
"224191","2061500678","MIMIC4","Hourly Patient Fluid Removal","Maps to","2061500678","MIMIC4","2025-05-07","2099-12-31",
"ATAZ200","2061506612","MIMIC4","Atazanavir (ATAZ200)","Maps to","1727223","RxNorm","2025-05-07","2099-12-31",
"36148","2061503051","MIMIC4","Introduction of needle and/or catheter, arteriovenous shunt created for dialysis (graft/fistula); additional access for therapeutic intervention (List separately in addition to code for primary procedure) (Deprecated)","Maps to","40757115","CPT4","2025-05-07","2099-12-31",
"RL ANT FOREARM","2061509279","MIMIC4","RL Ant Forearm","Maps to","2061509279","MIMIC4","2025-05-07","2099-12-31",
"225886","2061501317","MIMIC4","Moxifloxacin (225886)","Maps to","1716903","RxNorm","2025-05-07","2099-12-31",
"33010","2061502980","MIMIC4","Pericardiocentesis; initial","Maps to","4147462","SNOMED","2025-05-07","2099-12-31",
"BIDPC","2061506743","MIMIC4","BIDPC","Maps to","4222692","SNOMED","2025-05-07","2099-12-31",
"MG/L","2061508446","MIMIC4","mg/L","Maps to","8751","UCUM","2025-05-07","2099-12-31",
"50977","2061503753","MIMIC4","Quinidine|Blood|Chemistry","Maps to","3019736","LOINC","2025-05-07","2099-12-31",
"52720","2061504875","MIMIC4","HCG, Urine, Qualitative|Urine|Chemistry (52720)","Maps to","3018954","LOINC","2025-05-07","2099-12-31",
"52384","2061504833","MIMIC4","Lymphs#|Pleural|Hematology","Maps to","3030845","LOINC","2025-05-07","2099-12-31",
"70040","2061505389","MIMIC4","SWAB (70040)","Maps to","4120698","SNOMED","2025-05-07","2099-12-31",
"35476","2061503029","MIMIC4","Transluminal balloon angioplasty, percutaneous; venous","Maps to","2107812","CPT4","2025-05-07","2099-12-31",
"225882","2061501313","MIMIC4","Mefloquine","Maps to","19000498","RxNorm","2025-05-07","2099-12-31",
"20690","2061500297","MIMIC4","Application of a uniplane (pins or wires in 1 plane), unilateral, external fixation system","Maps to","40481864","SNOMED","2025-05-07","2099-12-31",
"224332","2061500726","MIMIC4","PCA inject","Maps to","2061500726","MIMIC4","2025-05-07","2099-12-31",
"223805","2061500522","MIMIC4","Nausea and Vomiting (CIWA)","Maps to","2061500522","MIMIC4","2025-05-07","2099-12-31",
"MG/0MG","2061508376","MIMIC4","MG/0MG","Maps to","9565","UCUM","2025-05-07","2099-12-31",
